606,Whale,4
607,Dolphin,9
608,Python,5
609,Dolphin,4
610,Elephant,2
611,Tux,10
612,Python,1
613,Elephant,2
614,Python,1
615,Python,7
616,Elephant,1
617,Whale,8
618,Fox,6
619,Tux,5
620,Fox,2
621,Whale,2
622,Elephant,6
623,Whale,7
624,Fox,2
625,Whale,3
626,Elephant,3
627,Whale,9
628,Tux,4
629,Fox,10
630,Whale,3
631,Tux,7
632,Tux,2
633,Whale,9
634,Fox,10
635,Python,8
636,Fox,2
637,Elephant,10
638,Elephant,5
639,Whale,2
640,Fox,4
641,Python,7
642,Dolphin,5
643,Whale,2
644,Whale,8
645,Whale,5
646,Whale,3
647,Dolphin,1
648,Dolphin,9
649,Whale,10
650,Whale,10
651,Elephant,8
652,Tux,9
653,Tux,2
654,Python,2
655,Fox,5
656,Python,2
657,Whale,4
658,Dolphin,9
659,Whale,10
660,Fox,2
661,Python,8
662,Whale,8
663,Whale,2
664,Elephant,10
665,Fox,1
666,Whale,1
667,Fox,10
668,Elephant,3
669,Tux,4
670,Fox,10
671,Tux,9
672,Tux,7
673,Elephant,5
674,Tux,7
675,Python,3
676,Fox,1
677,Elephant,1
678,Python,3
679,Whale,4
680,Fox,2
681,Fox,6
682,Dolphin,9
683,Dolphin,3
684,Elephant,4
685,Python,6
686,Elephant,7
687,Tux,6
688,Fox,6
689,Tux,10
690,Dolphin,6
691,Whale,5
692,Whale,7
693,Elephant,3
694,Dolphin,9
695,Python,6
696,Dolphin,5
697,Python,2
698,Python,8
699,Elephant,2
700,Tux,10
701,Tux,7
702,Python,1
703,Elephant,10
704,Elephant,9
705,Fox,7
706,Elephant,9
707,Whale,9
708,Elephant,9
709,Dolphin,6
710,Dolphin,5
711,Tux,4
712,Python,5
713,Python,6
714,Fox,1
715,Elephant,8
716,Whale,8
717,Tux,7
718,Elephant,3
719,Whale,5
720,Fox,5
721,Whale,2
722,Fox,8
723,Tux,6
724,Whale,10
725,Dolphin,5
726,Whale,9
727,Tux,7
728,Fox,9
729,Elephant,3
730,Elephant,7
731,Elephant,6
732,Dolphin,9
733,Tux,2
734,Dolphin,8
735,Whale,7
736,Fox,6
737,Dolphin,9
738,Tux,4
739,Fox,4
740,Dolphin,4
741,Elephant,8
742,Tux,2
743,Python,6
744,Python,9
745,Tux,8
746,Tux,2
747,Dolphin,1
748,Dolphin,5
749,Whale,5
750,Dolphin,7
751,Elephant,5
752,Tux,2
753,Elephant,5
754,Python,3
755,Fox,7
756,Tux,1
757,Elephant,9
758,Whale,8
759,Elephant,9
760,Elephant,7
761,Tux,10
762,Elephant,6
763,Python,5
764,Dolphin,6
765,Whale,10
766,Elephant,4
767,Dolphin,2
768,Fox,4
769,Python,6
770,Tux,10
771,Elephant,4
772,Python,4
773,Elephant,5
774,Fox,7
775,Python,1
776,Python,9
777,Dolphin,9
778,Elephant,7
779,Tux,5
780,Elephant,8
781,Tux,7
782,Whale,8
783,Python,9
784,Tux,7
785,Python,8
786,Elephant,8
787,Elephant,2
788,Whale,8
789,Python,3
790,Python,10
791,Fox,4
792,Dolphin,1
793,Whale,3
794,Dolphin,6
795,Elephant,3
796,Tux,5
797,Dolphin,6
798,Dolphin,7
799,Whale,2
800,Tux,3
801,Tux,6
802,Tux,6
803,Fox,8
804,Elephant,6
805,Whale,8
806,Tux,4
807,Fox,7
808,Tux,6
809,Elephant,9
810,Whale,10
811,Python,7
812,Elephant,2
813,Whale,10
814,Dolphin,3
815,Whale,2
816,Dolphin,4
817,Python,8
818,Dolphin,1
819,Tux,9
820,Fox,10
821,Elephant,9
822,Dolphin,1
823,Python,3
824,Dolphin,8
825,Fox,3
826,Whale,8
827,Dolphin,3
828,Whale,7
829,Python,6
830,Tux,3
831,Fox,8
832,Python,9
833,Whale,7
834,Whale,3
835,Tux,2
836,Fox,3
837,Elephant,7
838,Elephant,1
839,Elephant,4
840,Tux,8
841,Python,2
842,Dolphin,3
843,Elephant,1
844,Dolphin,5
845,Dolphin,10
846,Fox,10
847,Whale,3
848,Python,5
849,Whale,8
850,Elephant,3
851,Elephant,5
852,Whale,7
853,Elephant,10
854,Whale,9
855,Dolphin,3
856,Tux,10
857,Dolphin,10
858,Whale,6
859,Elephant,3
860,Dolphin,1
861,Python,8
862,Dolphin,7
863,Elephant,1
864,Tux,5
865,Tux,4
866,Fox,1
867,Python,2
868,Whale,9
869,Fox,8
870,Tux,7
871,Python,8
872,Fox,3
873,Tux,10
874,Python,3
875,Python,3
876,Tux,2
877,Fox,6
878,Dolphin,4
879,Tux,4
880,Tux,3
881,Tux,5
882,Tux,7
883,Fox,8
884,Python,5
885,Fox,3
886,Elephant,8
887,Fox,9
888,Whale,10
889,Whale,6
890,Fox,10
891,Whale,8
892,Fox,7
893,Whale,10
894,Whale,9
895,Elephant,8
896,Whale,6
897,Elephant,7
898,Whale,10
899,Whale,5
900,Elephant,10
901,Elephant,5
902,Dolphin,3
903,Dolphin,2
904,Elephant,1
905,Elephant,9
906,Tux,1
907,Dolphin,2
908,Dolphin,6
909,Tux,6
910,Python,4
911,Elephant,2
912,Python,9
913,Dolphin,10
914,Tux,10
915,Python,4
916,Elephant,6
917,Python,3
918,Tux,1
919,Whale,7
920,Tux,9
921,Tux,1
922,Tux,7
923,Python,5
924,Python,5
925,Dolphin,7
926,Elephant,5
927,Fox,1
928,Tux,9
929,Dolphin,7
930,Whale,9
931,Fox,10
932,Elephant,6
933,Whale,5
934,Fox,5
935,Fox,5
936,Tux,2
937,Python,2
938,Python,7
939,Elephant,6
940,Python,4
941,Dolphin,4
942,Tux,7
943,Python,9
944,Whale,10
945,Tux,6
946,Whale,1
947,Dolphin,4
948,Python,9
949,Fox,1
950,Whale,4
951,Dolphin,8
952,Dolphin,8
953,Python,6
954,Python,10
955,Tux,8
956,Whale,2
957,Tux,1
958,Tux,5
959,Tux,3
960,Tux,9
961,Dolphin,5
962,Python,10
963,Python,8
964,Python,6
965,Dolphin,7
966,Elephant,5
967,Python,10
968,Elephant,9
969,Python,9
970,Elephant,10
971,Python,2
972,Tux,4
973,Dolphin,1
974,Elephant,4
975,Elephant,3
976,Tux,2
977,Fox,8
978,Python,9
979,Whale,5
980,Tux,3
981,Python,9
982,Tux,7
983,Whale,7
984,Tux,5
985,Python,8
986,Whale,1
987,Tux,1
988,Dolphin,8
989,Tux,9
990,Whale,4
991,Python,7
992,Elephant,6
993,Python,8
994,Tux,5
995,Tux,3
996,Fox,3
997,Whale,5
998,Elephant,9
999,Elephant,2
1000,Elephant,8
1001,Elephant,9
1002,Elephant,2
1003,Whale,10
1004,Python,1
1005,Fox,2
1006,Fox,2
1007,Elephant,7
1008,Elephant,5
1009,Tux,3
1010,Fox,6
1011,Tux,8
1012,Python,8
1013,Tux,9
1014,Dolphin,9
1015,Elephant,9
1016,Python,3
1017,Whale,6
1018,Dolphin,8
1019,Elephant,3
1020,Elephant,4
1021,Python,8
1022,Elephant,1
1023,Python,7
1024,Whale,10
1025,Whale,3
1026,Dolphin,7
1027,Elephant,10
1028,Whale,3
1029,Fox,10
1030,Fox,4
1031,Dolphin,5
1032,Elephant,10
1033,Tux,4
1034,Python,5
1035,Whale,5
1036,Dolphin,3
1037,Elephant,5
1038,Whale,7
1039,Elephant,6
1040,Fox,1
1041,Elephant,6
1042,Fox,6
1043,Tux,10
1044,Dolphin,1
1045,Elephant,10
1046,Tux,5
1047,Elephant,8
1048,Dolphin,6
1049,Dolphin,3
1050,Whale,3
1051,Fox,5
1052,Fox,6
1053,Elephant,6
1054,Elephant,1
1055,Whale,4
1056,Elephant,5
1057,Python,2
1058,Elephant,8
1059,Dolphin,5
1060,Tux,2
1061,Fox,7
1062,Dolphin,5
1063,Tux,5
1064,Fox,4
1065,Fox,8
1066,Tux,6
1067,Tux,1
1068,Whale,9
1069,Dolphin,1
1070,Whale,10
1071,Elephant,9
1072,Tux,3
1073,Tux,1
1074,Fox,4
1075,Whale,2
1076,Elephant,2
1077,Elephant,9
1078,Tux,6
1079,Tux,10
1080,Tux,9
1081,Whale,3
1082,Fox,4
1083,Elephant,8
1084,Python,9
1085,Whale,2
1086,Tux,5
1087,Fox,1
1088,Elephant,9
1089,Fox,2
1090,Elephant,10
1091,Dolphin,4
1092,Python,3
1093,Elephant,2
1094,Python,5
1095,Dolphin,6
1096,Fox,9
1097,Elephant,9
1098,Fox,10
1099,Python,2
1100,Tux,8
1101,Python,8
1102,Dolphin,8
1103,Dolphin,9
1104,Python,1
1105,Tux,2
1106,Fox,10
1107,Dolphin,5
1108,Python,7
1109,Dolphin,7
1110,Fox,5
1111,Fox,3
1112,Tux,3
1113,Tux,3
1114,Fox,9
1115,Python,2
1116,Elephant,10
1117,Dolphin,3
1118,Fox,9
1119,Dolphin,5
1120,Python,7
1121,Fox,2
1122,Whale,6
1123,Python,4
1124,Elephant,10
1125,Elephant,5
1126,Whale,5
1127,Fox,4
1128,Python,1
1129,Dolphin,5
1130,Whale,2
1131,Fox,3
1132,Dolphin,5
1133,Dolphin,4
1134,Fox,4
1135,Fox,10
1136,Python,1
1137,Dolphin,6
1138,Elephant,9
1139,Whale,10
1140,Python,5
1141,Elephant,6
1142,Dolphin,9
1143,Python,6
1144,Elephant,8
1145,Fox,9
1146,Fox,2
1147,Whale,3
1148,Tux,1
1149,Whale,2
1150,Tux,2
1151,Fox,5
1152,Whale,10
1153,Whale,3
1154,Elephant,2
1155,Python,3
1156,Elephant,4
1157,Tux,5
1158,Python,2
1159,Dolphin,3
1160,Fox,3
1161,Dolphin,7
1162,Python,7
1163,Python,5
1164,Python,6
1165,Dolphin,6
1166,Dolphin,7
1167,Tux,7
1168,Elephant,1
1169,Elephant,5
1170,Tux,4
1171,Dolphin,7
1172,Elephant,4
1173,Whale,5
1174,Dolphin,8
1175,Tux,5
1176,Elephant,6
1177,Fox,1
1178,Elephant,5
1179,Fox,8
1180,Elephant,1
1181,Whale,9
1182,Python,2
1183,Elephant,5
1184,Fox,5
1185,Tux,1
1186,Tux,4
1187,Python,9
1188,Elephant,2
1189,Python,2
1190,Tux,9
1191,Elephant,5
1192,Whale,6
1193,Dolphin,8
1194,Tux,7
1195,Python,2
1196,Fox,2
1197,Whale,7
1198,Whale,2
1199,Elephant,5
1200,Tux,4
1201,Dolphin,8
1202,Whale,10
1203,Fox,9
1204,Python,7
1205,Dolphin,2
1206,Dolphin,1
1207,Tux,5
1208,Elephant,1
1209,Tux,9
1210,Fox,2
1211,Elephant,7
1212,Dolphin,1
1213,Tux,6
1214,Dolphin,6
1215,Tux,9
1216,Dolphin,7
1217,Dolphin,8
1218,Fox,2
1219,Dolphin,10
1220,Fox,5
1221,Python,7
1222,Fox,8
1223,Fox,7
1224,Elephant,2
1225,Dolphin,2
1226,Tux,8
1227,Whale,2
1228,Tux,4
1229,Python,5
1230,Whale,3
1231,Dolphin,3
1232,Fox,3
1233,Elephant,4
1234,Elephant,4
1235,Dolphin,2
1236,Python,7
1237,Elephant,7
1238,Whale,1
1239,Tux,2
1240,Fox,2
1241,Tux,6
1242,Elephant,4
1243,Tux,3
1244,Tux,3
1245,Dolphin,6
1246,Elephant,10
1247,Whale,9
1248,Elephant,10
1249,Whale,4
1250,Dolphin,5
1251,Python,6
1252,Elephant,6
1253,Dolphin,10
1254,Elephant,3
1255,Elephant,7
1256,Whale,3
1257,Python,6
1258,Tux,7
1259,Python,4
1260,Python,5
1261,Python,3
1262,Dolphin,10
1263,Dolphin,9
1264,Fox,3
1265,Elephant,4
1266,Fox,7
1267,Fox,4
1268,Dolphin,1
1269,Elephant,5
1270,Fox,10
1271,Elephant,6
1272,Python,2
1273,Fox,9
1274,Python,7
1275,Whale,8
1276,Elephant,8
1277,Python,9
1278,Dolphin,2
1279,Dolphin,1
1280,Dolphin,2
1281,Whale,5
1282,Fox,8
1283,Elephant,10
1284,Python,3
1285,Dolphin,8
1286,Tux,4
1287,Elephant,2
1288,Elephant,7
1289,Elephant,7
1290,Dolphin,4
1291,Tux,9
1292,Elephant,3
1293,Whale,6
1294,Tux,8
1295,Whale,3
1296,Python,2
1297,Fox,4
1298,Whale,9
1299,Tux,2
1300,Python,8
1301,Fox,7
1302,Whale,10
1303,Whale,6
1304,Dolphin,7
1305,Elephant,3
1306,Fox,4
1307,Python,9
1308,Whale,3
1309,Fox,3
1310,Python,3
1311,Tux,4
1312,Fox,9
1313,Whale,3
1314,Fox,9
1315,Elephant,3
1316,Elephant,5
1317,Tux,2
1318,Fox,3
1319,Fox,7
1320,Tux,10
1321,Elephant,1
1322,Python,2
1323,Dolphin,1
1324,Tux,9
1325,Python,4
1326,Python,8
1327,Dolphin,5
1328,Python,3
1329,Python,7
1330,Dolphin,10
1331,Whale,6
1332,Dolphin,3
1333,Whale,2
1334,Python,5
1335,Fox,2
1336,Elephant,7
1337,Dolphin,9
1338,Dolphin,9
1339,Elephant,9
1340,Fox,4
1341,Whale,5
1342,Python,2
1343,Fox,2
1344,Python,2
1345,Tux,6
1346,Python,10
1347,Python,5
1348,Elephant,6
1349,Dolphin,5
1350,Elephant,9
1351,Fox,3
1352,Python,5
1353,Elephant,4
1354,Python,7
1355,Tux,6
1356,Elephant,6
1357,Tux,10
1358,Python,5
1359,Whale,10
1360,Python,2
1361,Python,6
1362,Fox,9
1363,Elephant,10
1364,Fox,3
1365,Fox,4
1366,Elephant,6
1367,Python,5
1368,Tux,9
1369,Fox,3
1370,Dolphin,8
1371,Fox,10
1372,Elephant,8
1373,Python,8
1374,Dolphin,9
1375,Elephant,7
1376,Dolphin,6
1377,Elephant,10
1378,Elephant,6
1379,Whale,1
1380,Fox,7
1381,Whale,1
1382,Tux,6
1383,Dolphin,10
1384,Fox,4
1385,Tux,8
1386,Tux,2
1387,Dolphin,6
1388,Whale,6
1389,Tux,10
1390,Python,3
1391,Python,1
1392,Whale,3
1393,Dolphin,8
1394,Tux,9
1395,Elephant,4
1396,Elephant,5
1397,Fox,4
1398,Fox,5
1399,Elephant,8
1400,Tux,8
1401,Dolphin,3
1402,Elephant,6
1403,Whale,4
1404,Python,10
1405,Python,4
1406,Dolphin,7
1407,Elephant,10
1408,Elephant,1
1409,Fox,3
1410,Whale,1
1411,Python,2
1412,Python,9
1413,Whale,8
1414,Whale,8
1415,Elephant,1
1416,Python,5
1417,Fox,5
1418,Dolphin,4
1419,Elephant,4
1420,Elephant,10
1421,Tux,3
1422,Fox,4
1423,Tux,6
1424,Dolphin,7
1425,Tux,7
1426,Whale,5
1427,Elephant,8
1428,Python,10
1429,Python,8
1430,Elephant,6
1431,Elephant,7
1432,Tux,7
1433,Tux,1
1434,Dolphin,1
1435,Python,10
1436,Whale,5
1437,Fox,8
1438,Dolphin,10
1439,Fox,5
1440,Python,5
1441,Tux,5
1442,Fox,7
1443,Dolphin,5
1444,Elephant,6
1445,Python,1
1446,Fox,9
1447,Fox,6
1448,Python,3
1449,Elephant,10
1450,Elephant,4
1451,Whale,6
1452,Python,7
1453,Elephant,4
1454,Whale,1
1455,Whale,2
1456,Dolphin,7
1457,Elephant,2
1458,Whale,7
1459,Tux,5
1460,Elephant,10
1461,Tux,2
1462,Elephant,8
1463,Elephant,3
1464,Tux,3
1465,Elephant,9
1466,Elephant,6
1467,Dolphin,7
1468,Fox,2
1469,Python,6
1470,Python,8
1471,Fox,8
1472,Python,2
1473,Python,2
1474,Tux,3
1475,Whale,4
1476,Tux,8
1477,Elephant,10
1478,Dolphin,4
1479,Whale,7
1480,Elephant,9
1481,Dolphin,8
1482,Elephant,2
1483,Tux,10
1484,Python,7
1485,Dolphin,9
1486,Tux,4
1487,Fox,2
1488,Tux,9
1489,Whale,8
1490,Fox,6
1491,Whale,6
1492,Tux,3
1493,Elephant,5
1494,Tux,9
1495,Dolphin,8
1496,Whale,6
1497,Dolphin,5
1498,Fox,5
1499,Whale,6
1500,Python,7
1501,Elephant,9
1502,Fox,10
1503,Elephant,6
1504,Elephant,4
1505,Elephant,4
1506,Fox,2
1507,Elephant,5
1508,Dolphin,9
1509,Elephant,8
1510,Whale,6
1511,Tux,7
1512,Fox,7
1513,Python,6
1514,Elephant,6
1515,Whale,1
1516,Fox,9
1517,Whale,10
1518,Elephant,5
1519,Whale,3
1520,Dolphin,1
1521,Dolphin,10
1522,Elephant,5
1523,Python,3
1524,Python,10
1525,Python,8
1526,Python,5
1527,Fox,9
1528,Whale,7
1529,Dolphin,7
1530,Fox,8
1531,Dolphin,6
1532,Elephant,10
1533,Elephant,5
1534,Fox,6
1535,Dolphin,4
1536,Python,4
1537,Dolphin,1
1538,Dolphin,1
1539,Python,1
1540,Elephant,1
1541,Tux,1
1542,Python,6
1543,Fox,7
1544,Python,6
1545,Dolphin,9
1546,Python,10
1547,Elephant,8
1548,Whale,7
1549,Tux,7
1550,Tux,6
1551,Fox,3
1552,Python,7
1553,Fox,10
1554,Fox,5
1555,Dolphin,4
1556,Elephant,4
1557,Python,4
1558,Elephant,9
1559,Whale,9
1560,Dolphin,10
1561,Elephant,10
1562,Tux,2
1563,Python,6
1564,Elephant,1
1565,Whale,10
1566,Whale,2
1567,Tux,2
1568,Elephant,8
1569,Dolphin,1
1570,Elephant,1
1571,Fox,2
1572,Fox,1
1573,Fox,9
1574,Python,2
1575,Dolphin,2
1576,Tux,4
1577,Fox,8
1578,Dolphin,9
1579,Tux,7
1580,Whale,6
1581,Elephant,8
1582,Tux,7
1583,Python,3
1584,Fox,6
1585,Elephant,2
1586,Dolphin,8
1587,Elephant,10
1588,Python,10
1589,Whale,7
1590,Elephant,10
1591,Tux,4
1592,Dolphin,4
1593,Fox,5
1594,Whale,7
1595,Elephant,3
1596,Python,3
1597,Elephant,2
1598,Whale,1
1599,Elephant,6
1600,Dolphin,8
1601,Tux,9
1602,Elephant,4
1603,Tux,3
1604,Elephant,2
